numero_cuartos;numero_baños;area_de_ construcción_pie2;area_del lote_pie2;numero_pisos;condición;grado;superficie_sótano_pie2;año_de_construcción;precio
2;1;840;3522;1;3;6;0;1947;405100
3;1;1180;8775;1;3;7;0;1966;190000
2;1;950;3090;1;4;6;0;1909;330000
2;1;750;6720;1;3;6;0;1916;260000
2;1;750;6380;1;3;7;0;1949;319000
3;1;1160;10881;1;2;7;240;1983;280000
3;1;1050;6300;1;3;6;0;1942;220000
3;1;1050;9876;1;3;7;0;1953;310000
3;2;1010;5973;1;5;6;0;1942;675000
2;1;1040;20524;1;3;6;0;1949;154000
3;1;1270;7500;1;3;6;0;1954;196900
3;2;1330;8748;1;3;7;0;1986;205500
3;2;2290;5001;1;4;7;800;1960;745000
4;2;1400;7140;1;3;7;0;1969;220000
3;3;2060;1850;2;3;8;660;2007;497000
3;1;1320;8500;1;4;7;0;1954;937500
3;2;1390;7120;1;3;7;0;1988;259000
3;1;1110;7603;1;3;7;0;1967;369950
3;1;1540;9450;1;4;7;0;1960;227500
3;2;1410;8088;1;3;7;0;1987;410000
3;2;1370;78408;1;5;7;0;1964;354800
3;2;1678;13862;1;3;7;0;1994;353000
3;1;960;12745;1;4;6;0;1977;224975
2;1;940;9330;1;3;6;0;1941;255000
2;1;900;4600;1;3;6;0;1951;370000
3;1;1440;4268;1;3;7;400;1953;285000
4;3;4060;35621;1;3;9;2030;1989;404000
2;1;800;3090;1;4;6;0;1925;339950
3;1;1260;7897;1;3;7;0;1979;215000
3;1;970;7790;1;3;6;0;1967;219000
3;2;1350;7686;1;3;7;0;1989;233000
2;1;1040;4590;1;3;7;0;1954;210000
3;3;1833;1706;3;3;9;0;1998;719000
2;1;1160;6911;1;3;7;0;1947;175000
0;1;390;5900;1;2;4;0;1953;228000
4;2;1540;7575;1;4;7;500;1978;215000
4;1;1390;17739;1;3;7;0;1958;261000
4;2;1850;7560;1;4;7;310;1978;250000
3;2;1910;8050;1;4;7;910;1980;275000
1;1;810;5000;1;3;7;220;1936;255000
2;1;990;4800;1;3;6;0;1908;245000
3;1;1200;10080;1;4;7;0;1969;186000
2;1;2034;13392;1;5;7;875;1947;549000
4;4;2850;2970;2;3;8;730;1999;620000
5;3;2540;11422;1;3;8;1270;1962;620000
3;2;1870;9527;1;4;7;0;1951;832500
3;1;1010;9678;1;5;7;0;1955;245000
3;3;3040;5067;3;3;10;0;1993;653000
5;3;1940;6355;1;3;8;740;2007;300000
3;1;900;6099;1;3;6;110;1944;225000
2;1;980;5000;1;3;6;0;1904;452000
4;2;1480;6324;1;3;7;0;1943;278000
2;1;1270;5100;1;3;7;170;1900;611000
4;3;2090;5102;1;3;7;740;1994;385000
3;1;1660;7440;1;3;7;390;1957;210000
3;1;1420;9600;1;4;6;0;1954;147200
3;2;2220;10275;2;3;9;580;1980;490000
2;1;1030;5750;1;5;8;0;1928;650000
3;2;1230;11413;1;3;7;240;1984;400000
3;1;1090;6435;1;4;7;0;1955;365000
4;3;3220;8936;2;3;9;770;1990;430000
3;1;1600;7500;1;3;7;0;1966;325000
2;1;670;6300;1;5;6;0;1942;279000
2;1;620;4455;1;3;6;0;1927;425000
5;2;2500;7860;1;3;7;1460;1963;455000
3;1;990;4440;1;3;6;0;1943;226550
4;2;1880;5100;1;3;8;0;1952;453000
3;1;1300;9620;1;3;7;0;1971;219950
2;1;950;5316;1;3;7;0;1948;320000
3;2;1470;8089;1;3;7;0;1987;280000
3;1;1070;7615;1;4;7;0;1969;195000
2;1;970;3300;1;4;7;0;1916;515000
4;2;1590;8779;1;3;8;0;2001;337000
4;1;1200;7552;1;3;6;140;1919;249000
3;3;3200;35782;1;3;8;840;1978;350000
3;2;1760;9055;2;4;7;0;1985;460000
3;3;2290;15600;1;3;8;870;1948;465000
3;2;1430;7280;1;3;7;440;1980;250000
2;1;960;8100;1;3;6;150;1936;232000
3;2;1680;81893;1;3;7;0;1991;350000
4;2;1790;2250;1;4;7;950;1909;475000
3;2;1340;3000;2;5;7;0;1905;549000
2;2;1930;4500;1;3;8;0;2003;542000
2;1;1050;2699;1;3;7;0;2005;310000
2;1;1500;8015;1;3;6;0;1947;235000
3;1;1150;7560;1;4;6;0;1958;215000
2;1;1320;8380;1;3;7;0;1953;447000
6;2;2150;4505;1;3;7;880;1952;755000
5;3;2220;5185;2;3;7;0;2003;370000
3;1;910;7686;1;3;7;0;1969;169000
3;1;1270;4268;1;3;7;0;1921;475000
3;2;2410;13300;2;3;9;570;1985;822000
4;1;1900;8505;1;3;7;700;1956;270000
3;1;890;7110;1;3;6;0;1957;169000
3;2;1280;14972;1;3;7;0;1963;200500
3;1;1360;13000;1;5;6;0;1945;630000
2;1;900;5016;1;3;6;0;1948;243500
4;2;1850;9126;1;5;7;0;1963;329000
2;1;670;3101;1;4;6;0;1948;190000
3;2;1780;9732;1;3;8;0;1967;710000
3;2;2080;12972;1;4;7;830;1981;389000
4;2;2330;7778;1;3;7;1100;1961;500000
6;5;2850;6600;2;3;7;0;1994;655000
3;1;1310;9554;1;3;7;350;1962;195000
3;2;1170;7258;1;3;7;0;1984;250000
2;1;760;6141;1;2;6;0;1920;162500
4;1;1280;8316;1;3;6;0;1950;239000
3;1;1520;8320;1;3;6;0;1953;299000
2;1;660;6509;1;4;5;0;1952;227450
3;1;1800;5612;1;4;7;600;1942;383000
2;1;820;3000;1;4;7;0;1924;532500
3;2;1490;3072;1;5;7;720;1912;438500
3;1;960;10815;1;5;5;0;1900;199999
3;1;1000;4959;1;3;8;0;1945;610000
2;1;770;7906;1;4;6;0;1948;260000
5;2;2130;8412;1;3;7;690;1946;344000
3;1;1050;8498;1;3;7;0;1958;205000
3;2;2080;12094;2;4;8;0;1982;424240
3;2;2080;12094;2;4;8;0;1982;589950
3;1;1290;12005;1;4;7;0;1966;658000
3;1;840;5200;1;3;6;0;1969;199990
3;1;1570;5510;1;4;7;500;1940;495000
3;1;1300;10236;1;4;6;0;1971;350000
2;1;1120;4284;1;3;6;390;1921;469000
4;1;1200;43560;1;3;5;0;1968;210000
2;1;1100;27007;1;4;6;0;1943;303000
3;1;1240;8840;1;3;6;0;1952;294950
3;2;1240;14404;1;3;7;0;1988;405000
2;1;960;8236;1;2;6;0;1948;99000
3;1;1960;7955;1;4;7;700;1963;375000
2;1;720;4120;1;5;5;0;1915;150000
3;2;1560;4080;2;3;7;0;1923;449950
4;2;1690;8208;1;4;7;480;1958;478000
2;1;2160;2192;1;5;8;990;1925;625000
2;2;1930;5520;1;3;8;0;2006;559000
5;3;2980;10064;1;3;7;1300;1940;367500
5;3;2980;10064;1;3;7;1300;1940;595000
3;2;2360;118483;1;3;8;0;1981;589000
4;2;1790;7800;1;5;8;0;1972;570000
3;1;1190;4120;1;3;6;0;1929;320000
3;2;1910;9001;1;4;7;0;1957;554000
3;1;1420;8160;1;3;7;450;1947;404000
3;1;1060;9126;1;5;7;0;1956;220000
2;1;1620;9205;1;5;6;770;1921;350000
2;1;920;5850;1;4;6;0;1900;285000
3;1;920;5200;1;4;6;0;1969;179000
5;3;3290;14134;1;3;7;1420;2004;695000
3;2;1580;5080;1;4;6;780;1942;214000
4;2;2580;4500;2;4;9;730;1905;935000
3;1;1010;8108;1;3;7;0;1955;200000
4;3;2250;7882;2;3;8;680;1986;250000
3;2;1090;6090;1;3;7;150;1940;158000
3;2;1970;9600;1;4;7;670;1967;294700
4;2;1470;7000;1;4;8;0;1967;215000
2;1;1620;5400;1;3;6;700;1926;290000
2;1;1150;6835;1;3;7;140;1922;425000
3;1;840;6540;1;3;6;0;1970;232000
6;3;2880;7560;2;3;7;0;1980;525000
2;1;1790;15783;1;4;8;430;1959;560000
3;1;1260;6826;1;3;6;540;1944;342000
3;1;670;23522;1;4;6;0;1968;340000
5;3;2240;18265;2;4;8;0;1963;805000
3;1;990;8062;1;4;7;0;1960;250000
2;1;1200;8750;1;3;6;0;1948;290000
3;1;1460;5825;1;5;5;200;1942;259950
3;1;1580;5250;1;5;7;0;1954;299950
4;3;3370;100681;1;5;8;1450;1977;785000
3;1;1270;8400;1;3;7;0;1955;347000
4;2;2060;6400;1;3;7;890;1977;257500
3;1;1100;4600;1;3;7;0;1917;450000
4;1;1140;7208;1;3;7;240;1970;410000
5;3;2480;10090;1;3;7;1180;2004;372500
3;1;1050;9083;1;3;7;0;1951;325000
3;1;1260;7660;1;3;6;0;1947;280000
3;2;1680;19978;1;3;6;800;1948;258000
2;1;1060;6000;1;4;5;0;1908;111300
2;1;790;7500;1;3;7;0;1951;130000
4;2;1810;8750;1;2;7;700;1967;304000
2;1;1390;8336;1;4;6;480;1946;365000
3;1;1160;9750;1;3;7;0;1968;322500
3;1;1000;10560;1;3;7;0;1955;140000
4;2;1870;3497;1;3;7;670;1954;355000
3;1;1300;7200;1;4;7;0;1952;309000
3;1;1160;7875;1;3;7;0;1953;285000
3;1;1170;11000;1;2;6;0;1980;119500
4;3;3350;23781;1;4;9;1330;1979;805000
4;2;1540;3740;1;4;7;770;1946;525000
3;2;1030;7260;1;3;6;0;1947;260000
3;2;1540;7947;1;3;7;420;1961;385500
3;1;1280;7198;1;5;6;0;1916;227000
2;2;1060;4000;1;2;7;60;1914;578888
2;2;1670;3507;1;3;9;0;2007;539950
3;2;1380;15426;1;4;7;0;1968;406430
3;2;1390;7200;1;3;7;0;1996;258000
3;2;2200;21890;1;3;8;1000;1961;472000
2;1;850;6213;1;3;6;100;1916;370000
1;1;690;6825;1;4;5;0;1917;142500
5;3;1810;3000;2;3;7;0;1998;362000
2;1;1310;4000;1;3;7;360;1942;181000
3;1;1400;10425;1;4;7;0;1968;241500
3;1;1150;8848;1;3;7;0;1968;227500
4;3;2450;4668;2;3;8;0;2004;500000
3;1;1160;7854;1;3;7;0;1960;422000
2;2;1440;15000;1;3;7;0;1985;365000
2;1;1060;6504;1;3;6;0;1950;275053
2;1;820;4206;1;3;5;0;1949;510000
2;1;820;4206;1;3;5;0;1949;489950
3;2;1500;8775;1;3;6;110;1943;255000
3;1;1130;7920;1;3;7;0;1961;270000
3;2;1690;9516;1;3;7;0;1997;265000
2;1;1440;4046;1;3;7;480;1946;487000
3;1;950;8000;1;3;7;0;1968;335000
3;1;1010;7200;1;5;6;0;1948;318000
3;2;1420;11325;1;3;7;0;1980;510000
2;1;760;4746;1;3;5;0;1930;110000
2;1;880;5600;1;5;7;0;1955;235000
2;1;950;4000;1;3;6;0;1910;320000
4;1;1120;2685;1;3;5;260;1939;100000
5;4;3460;5400;2;3;10;630;2012;980000
2;1;1580;2199;2;3;8;0;1921;720000
2;1;1520;5400;1;3;7;600;1951;619950
4;2;1800;2970;1;4;7;800;1923;415000
3;1;1000;4171;1;3;7;0;1985;352500
4;2;2300;8400;1;4;6;1150;1962;258750
3;1;1080;7000;1;4;6;0;1916;350000
3;1;902;10464;1;3;7;0;1965;152000
2;1;730;7528;1;3;7;0;1946;378500
5;3;2876;13927;1;4;9;906;1973;895000
4;2;2020;7767;1;3;8;0;1995;315000
3;1;900;9600;1;4;7;0;1970;329000
3;2;1210;9926;1;4;7;0;1954;335000
3;1;920;7500;1;4;7;0;1970;203000
2;1;700;8301;1;3;6;0;1953;248000
3;2;1420;9828;1;4;7;0;1990;241400
2;2;1660;4500;1;3;8;0;2003;559000
3;2;1590;10229;1;3;7;0;1966;395000
2;2;1370;5756;1;3;8;0;1986;380000
3;3;2110;4000;1;4;7;1000;1965;565000
3;2;1660;8174;1;3;7;830;1981;405000
3;3;3760;188760;1;4;10;1120;1979;555000
3;1;840;12091;1;3;6;0;1959;96500
3;1;840;12091;1;3;6;0;1959;185000
2;1;950;11835;1;3;5;0;1932;250000
2;1;1120;6236;1;4;6;0;1954;325000
2;1;910;7617;1;3;6;0;1936;235000
2;1;910;7617;1;3;6;0;1936;365000
4;3;3150;9318;2;3;9;0;2001;705000
4;2;1620;4600;2;3;7;0;1909;375000
5;2;2900;11970;2;4;7;0;1969;310000
4;2;1600;10160;1;4;7;0;1972;265000
3;2;2570;159865;1;5;7;0;1968;625700
5;3;2640;3200;2;4;7;500;1906;739375
2;1;1340;8100;1;3;8;0;1950;452000
3;2;1760;16928;1;3;7;0;1953;810000
3;2;1840;4750;1;5;7;830;1951;730001
3;1;1180;7455;1;4;7;0;1964;350000
2;1;1060;5200;1;3;6;0;1969;216500
2;1;1140;10152;1;3;6;380;1942;153000
3;2;2680;8429;1;4;9;800;1950;653000
2;1;1130;8160;1;4;6;0;1952;207000
2;1;1120;7500;1;4;7;0;1971;540000
3;2;2260;7200;1;3;7;1130;1941;759000
1;0;600;24501;1;2;3;0;1950;280000
3;2;1230;7789;1;3;7;0;1994;278000
4;2;1510;4235;1;3;7;0;1955;254000
4;3;3810;217800;2;3;9;0;2003;900000
3;2;1300;6000;1;5;7;0;1943;560000
2;1;700;4700;1;5;5;0;1953;200000
3;1;970;4700;1;4;6;250;1943;172000
3;1;910;6000;1;2;6;0;1956;219900
3;1;1060;9123;1;3;7;0;1952;641200
2;1;750;4500;1;3;6;0;1945;295000
3;1;800;2296;1;4;6;0;1908;370000
3;1;900;4750;1;4;6;0;1969;89000
3;1;1140;4200;2;4;7;0;1904;345000
2;1;700;3400;1;3;6;0;1946;399000
3;2;1880;3048;2;4;7;0;1902;449950
3;1;880;6050;1;3;6;0;1945;241000
2;1;1010;7200;1;3;6;0;1956;200000
3;1;680;2400;1;4;6;0;1903;230000
1;1;610;6000;1;4;5;0;1918;314200
2;1;1390;5346;1;5;7;430;1908;535000
6;3;2290;6344;2;3;7;0;1980;420000
3;2;1200;2016;1;4;7;600;1931;483500
3;1;1250;8000;1;3;7;0;1956;234900
4;2;2280;39848;2;4;8;0;1991;416500
3;3;3700;10375;2;3;9;0;1982;489000
3;3;2560;3600;2;3;10;450;1994;925000
3;2;1600;9638;1;5;7;0;1952;785000
2;1;860;8636;1;3;6;0;1924;170000
3;1;1140;9639;1;4;7;0;1967;230000
4;3;3090;35074;2;3;9;0;1978;855000
3;1;1330;45738;2;2;6;0;1967;235000
2;1;1360;69260;1;4;5;0;1937;335000
3;2;1800;5000;2;5;7;200;1925;575000
2;1;1120;4590;1;3;7;0;1924;450000
2;1;840;4500;1;3;6;0;1939;377500
3;1;1780;7800;1;3;7;720;1957;261000
2;1;1090;4128;1;3;7;0;1948;440000
2;1;820;3700;1;5;7;0;1968;554000
3;1;1010;15701;1;4;7;0;1949;225000
2;1;970;8185;1;5;6;0;1904;204995
3;2;1540;1827;2;3;8;0;2005;376000
2;1;990;4332;1;3;7;0;1909;620000
3;2;2070;10023;1;3;8;850;1981;490000
2;2;1440;6677;1;3;7;570;1952;425000
3;2;2050;3933;1;3;8;870;1926;724800
2;1;800;6500;1;4;6;0;1953;295000
3;1;990;7590;1;3;6;0;1959;354000
2;2;1470;3128;2;3;6;0;2005;241000
2;1;610;4000;1;4;6;0;1918;286000
3;2;3000;17800;1;3;8;1500;1962;400000
2;1;920;43560;1;4;5;0;1923;255000
4;2;3410;15143;2;4;8;0;1972;599000
2;1;1060;7193;1;3;7;0;1926;461000
3;2;1610;6911;1;3;7;350;1988;435000
3;1;970;12300;1;3;7;0;1982;300000
3;1;1450;9586;2;3;7;0;1950;340000
5;2;1870;13970;1;4;7;750;1969;455000
2;1;920;2332;1;4;8;0;1980;176000
2;1;1140;5500;1;3;6;0;1947;249900
4;2;1780;19843;1;3;7;0;1963;272000
2;1;750;4515;1;3;6;0;1942;263500
3;1;1490;7200;1;3;7;0;1954;300000
4;2;1700;8640;1;3;7;850;1955;500000
2;2;1450;989;3;3;9;0;2014;680000
4;2;1750;5202;1;4;6;680;1942;330000
2;2;1260;10200;1;3;7;240;1983;230000
4;2;1830;10416;1;3;7;460;1958;245000
2;1;1310;4000;1;3;6;0;1913;510000
2;1;1460;6000;1;2;7;200;1925;312000
3;3;3460;13129;2;3;9;900;1988;730000
3;1;1480;7374;1;3;6;720;1954;270000
4;2;1420;9301;1;4;7;0;1963;400000
3;1;950;9400;1;4;7;0;1954;248000
2;1;870;8400;1;3;7;0;1960;240000
3;1;1000;16376;1;3;7;0;1959;228000
2;1;670;2378;1;3;5;0;1919;175000
2;2;1560;4823;1;3;8;0;2004;519000
1;1;860;4800;1;3;6;0;1907;330000
3;2;2320;10960;1;3;7;810;1956;657500
3;1;1010;8848;1;4;7;0;1968;229900
1;1;1160;64469;1;3;7;0;2009;440000
2;1;840;3860;1;4;6;0;1909;361500
4;1;1600;10183;1;4;6;0;1966;154950
1;1;720;5000;1;4;6;0;1908;185000
4;2;1370;8100;1;2;7;0;1947;420550
3;2;1840;3075;1;5;7;920;1928;650000
5;3;2790;19439;1;5;7;1290;1973;589950
3;1;1190;7000;1;3;7;0;1943;517500
2;1;1300;11080;1;4;7;0;1955;425000
2;1;1210;17389;1;4;5;0;1948;259000
3;2;1630;8018;1;3;7;0;2003;260000
2;2;1384;1822;2;3;7;0;1990;273000
3;1;1270;8000;1;4;7;0;1957;510500
2;1;820;3844;1;4;6;0;1916;300000
3;2;1810;10860;1;3;7;0;1967;407450
4;2;1960;190357;1;2;8;0;1971;460000
3;1;920;6750;1;4;7;0;1951;650000
3;1;1090;17630;1;4;7;0;1962;197000
3;2;1840;14985;1;3;7;0;1968;560000
2;1;930;6900;1;3;7;0;1952;287000
3;2;1460;3000;1;4;7;520;1990;499922
2;1;1070;2196;1;4;7;190;1917;346000
3;2;1680;4886;2;3;7;500;1940;450000
2;1;840;4000;1;3;6;0;1942;275000
3;3;4120;60392;2;3;9;940;1994;560000
4;2;1340;8190;1;4;7;0;1942;287000
2;1;1300;6731;1;3;7;0;1950;337500
2;1;890;5200;1;4;6;0;1941;299950
3;1;1380;7470;1;5;7;0;1965;335000
3;1;1210;8000;1;3;6;0;1954;219950
3;2;1280;6994;1;3;7;0;1991;215000
3;1;1580;6300;1;3;7;400;1925;535000
4;2;1910;7826;1;4;7;770;1973;253000
3;2;1670;7757;1;3;8;0;1992;289950
2;1;1290;2482;2;3;7;0;2008;300000
3;2;1170;10051;1;4;7;0;1957;200000
2;1;880;5750;1;3;6;0;1939;280000
2;1;1180;10800;1;3;7;0;1984;400000
4;2;1440;4855;2;4;7;0;1972;332500
2;1;830;4000;1;3;6;0;1955;394475
3;1;1280;7572;1;4;6;0;1958;175000
3;1;1260;6000;1;4;6;0;1954;248000
3;1;1150;10000;1;3;6;150;1951;241000
2;1;1040;5700;1;3;6;0;1922;270000
5;2;2400;9537;1;5;7;1190;1959;390000
4;3;2330;3497;2;3;9;410;2003;490000
3;1;1180;6947;1;4;7;0;1968;248000
2;1;1180;4900;1;5;6;0;1954;313000
4;3;3110;7231;2;3;8;0;1997;367500
4;2;2130;8400;1;3;7;780;1962;250000
2;1;940;5040;1;3;7;0;1926;212700
3;1;1030;10480;1;4;7;0;1954;397500
2;1;700;4800;1;3;7;0;1922;260000
2;1;700;4800;1;3;7;0;1922;430000
3;2;1650;6408;2;4;8;0;1977;440000
3;2;1350;6696;1;5;6;670;1944;270000
3;2;1470;1656;2;3;8;160;2003;380000
2;1;810;6150;1;3;7;0;1950;299900
2;2;1540;6804;1;5;7;520;1942;582500
2;1;900;4500;1;3;7;0;1951;263300
3;1;860;6635;1;3;6;0;1952;215000
4;4;3610;12811;2;3;10;0;2000;870000
6;1;1430;20620;2;3;7;0;1954;800000
2;1;2280;37500;2;3;7;0;1932;280000
3;1;940;2366;1;3;6;0;1916;356000
2;1;870;6537;1;3;6;0;1948;170000
3;1;840;6500;1;5;6;0;1969;178000
3;1;1250;8314;1;3;6;0;1958;144000
2;1;750;7000;1;3;6;0;1932;258000
2;1;940;4000;1;3;6;220;1942;473000
3;1;1460;8227;1;3;6;580;1948;470000
3;2;2560;6800;1;4;8;1180;1952;695000
3;2;1060;7412;1;3;7;0;1987;211000
2;1;810;4838;1;3;5;0;1938;238950
4;3;3400;5100;2;3;9;0;2006;585000
4;2;3140;10875;1;3;7;1200;1939;775000
5;2;1760;21562;1;3;8;200;1959;480000
5;2;1760;21562;1;3;8;200;1959;647500
3;1;920;4875;1;4;7;0;1978;152000
3;1;960;10181;1;3;7;0;1961;322000
3;1;1380;7334;1;3;7;400;1981;165000
2;1;1100;4200;1;3;7;0;1954;343566
4;2;2330;6250;1;4;7;930;1941;344950
3;2;2250;2975;2;4;9;370;1905;950000
3;2;1530;6773;1;4;8;0;1984;595000
2;1;970;4800;1;3;6;0;1911;313300
2;1;730;2400;1;3;4;0;1934;217000
4;3;3160;10948;1;3;8;1230;1991;545000
2;1;810;6697;1;4;6;0;1923;194900
4;2;1730;5500;1;5;7;720;1943;360000
2;1;720;4323;1;3;6;0;1942;405000
4;2;1210;11100;1;4;7;0;1955;483300
3;2;2510;35255;1;3;9;0;1994;557500
3;1;1175;10454;1;4;6;0;1949;775000
3;2;1590;8670;1;3;7;0;1994;255000
2;1;1070;9750;1;3;7;0;1947;327000
4;2;2720;8819;2;3;8;480;1976;560000
2;1;830;5000;1;4;7;0;1921;393000
2;2;1900;7740;1;4;7;750;1923;450000
3;2;1400;7384;1;3;7;250;1979;225000
3;2;1400;7384;1;3;7;250;1979;295000
3;1;1370;11050;1;3;7;0;1981;280000
3;2;1840;2825;1;3;7;800;1920;750000
3;2;1860;42800;1;4;7;930;1983;615000
3;2;1430;7905;1;4;7;0;1988;200000
3;1;1010;8906;1;5;7;0;1968;234000
2;1;940;8384;1;3;5;0;1947;121800
1;1;1020;7920;1;3;7;0;1947;269000
3;2;1280;7633;1;3;7;0;1991;280000
5;3;3040;6604;2;3;9;0;2005;538900
3;3;3420;7826;2;4;8;990;1939;908800
5;2;2080;16117;1;5;7;340;1959;254000
3;2;1460;7860;1;5;7;0;1967;480000
2;1;1170;5000;1;4;7;140;1920;425000
3;1;1120;7500;1;3;7;0;1965;230000
3;2;1860;7232;1;3;7;540;1985;460000
5;2;2960;10960;1;4;7;1460;1957;800000
3;1;960;5512;1;4;6;0;1963;225000
3;1;1650;6400;1;4;7;670;1954;371500
3;2;1390;8245;1;2;7;0;1984;204900
3;2;1350;7216;1;3;7;0;1964;400000
3;1;1540;9800;1;4;7;0;1950;350000
4;3;1830;9548;2;3;7;0;1991;415000
4;3;2320;13068;2;3;8;0;1998;400000
2;1;770;5200;1;5;6;0;1969;176000
3;1;1200;7210;1;4;6;0;1977;168000
4;2;2200;3060;1;3;7;1100;1908;358000
2;1;680;8640;1;4;5;0;1951;193000
2;1;1070;5150;1;4;6;200;1908;455000
2;1;1250;5650;2;4;7;0;1943;463000
5;4;3400;5000;2;3;8;1080;1900;870000
3;1;960;9563;1;5;7;0;1967;215000
2;1;1530;6450;1;4;7;0;1920;590000
3;1;1250;8800;1;3;7;0;1955;230000
3;1;940;8400;1;5;7;0;1958;253905
3;1;1400;7410;1;3;6;0;1944;246000
3;2;1440;4859;2;2;6;0;1921;509990
2;1;1122;9100;1;4;6;0;1960;185000
2;1;1080;9067;1;3;6;0;1951;203000
3;1;1200;7800;1;4;7;0;1954;275000
2;1;910;9000;1;3;5;0;1923;244500
2;1;910;9000;1;3;5;0;1923;301000
3;1;1400;9750;1;3;7;0;1968;253000
3;2;1640;9234;1;5;7;580;1967;319000
2;1;970;5750;1;4;6;0;1932;345000
3;1;1210;9525;1;3;7;0;1955;299950
2;1;990;4802;1;3;7;0;1947;430000
3;1;1620;5040;1;3;7;500;1964;333000
3;2;2190;13673;1;4;9;0;1994;432000
2;1;780;3475;1;4;5;0;1930;286000
6;2;2500;5200;1;3;8;1250;1966;415000
3;1;1000;8320;1;5;6;0;1951;295000
4;2;2450;5000;2;5;8;250;1919;969000
3;1;860;5185;1;4;6;0;1968;198000
2;1;1220;28703;1;4;7;0;1953;350000
3;1;1010;7680;1;4;7;0;1967;350000
3;1;1980;9540;1;3;7;900;1949;396000
3;2;1580;7400;1;3;7;530;1977;480000
2;1;770;9715;1;4;6;0;1942;217000
3;1;1720;8910;1;4;7;0;1954;399950
3;1;1040;6800;1;5;6;0;1951;212000
3;2;2070;9195;1;3;8;850;1982;310000
3;2;2070;9195;1;3;8;850;1982;539000
3;3;1550;1608;2;3;8;270;2001;390000
5;2;2030;9804;1;3;7;920;1963;472000
2;1;780;6685;1;4;5;0;1948;135000
3;1;1010;10125;1;4;7;0;1972;215000
3;1;1190;9600;1;3;7;0;1981;299500
2;1;1050;8750;1;4;7;0;1951;800000
2;1;770;8149;1;4;6;0;1948;310000
1;1;620;5100;1;3;6;0;1954;385000
4;2;2120;6865;1;3;7;1060;1954;285000
3;2;2040;4800;1;4;7;1020;1925;580000
2;1;820;6200;1;4;6;0;1954;274000
3;1;1480;15416;1;4;8;0;1955;243000
3;2;1410;10015;1;3;6;0;1993;340000
4;3;3380;16133;1;3;8;1050;1959;350000
3;1;1040;8910;1;3;6;0;1943;190000
2;1;1200;2500;2;3;7;110;1927;508000
2;1;1380;5820;1;3;7;0;1918;320000
3;1;1270;6500;1;4;7;0;1956;765000
3;1;1130;9147;1;5;7;0;1952;426000
2;1;790;8250;1;3;6;0;1947;110000
2;1;1070;3000;1;4;7;200;1926;550000
3;1;1110;9827;1;3;7;0;1966;217000
4;2;1490;5300;1;3;7;380;1977;425000
2;1;990;5643;1;3;7;120;1947;435000
2;1;720;4000;1;3;6;0;1918;276000
2;1;700;5559;1;5;6;0;1949;266000
3;1;940;10875;1;3;7;0;1957;230000
3;2;1360;8752;1;4;6;0;1942;763000
3;1;930;6060;1;4;6;0;1973;250000
2;2;1360;5433;1;3;8;0;1974;255000
3;3;1790;13350;1;3;7;600;1988;336000
3;1;1150;6800;1;3;7;0;1954;410500
2;1;970;3400;1;3;7;0;1924;546000
2;1;860;7204;1;3;7;0;1918;284000
2;1;820;5700;1;5;5;0;1942;208000
2;1;1330;5510;1;3;6;480;1910;417500
2;1;720;5000;1;5;6;0;1951;280000
4;2;1960;50112;1;4;7;910;1963;435000
3;1;1220;71191;1;3;6;0;1952;223000
2;1;1800;119790;1;4;7;600;1947;390000
3;3;1740;3700;1;3;7;0;1982;612000
3;2;1610;8400;1;3;8;0;1990;225000
2;3;3160;66646;2;3;7;0;1993;589900
3;2;1850;16535;1;3;7;0;1992;265000
5;3;2190;4900;2;5;7;700;1940;588000
3;2;1310;7000;1;4;7;0;1979;196500
4;2;2320;12000;1;3;7;600;1943;299000
4;2;2970;52567;2;3;8;0;1924;665000
3;2;1770;1800;3;3;8;0;1999;690000
3;2;1690;6750;1;3;7;480;1977;217000
3;1;1150;7260;1;3;7;0;1959;221000
3;2;1920;7200;1;3;7;620;1984;433000
2;1;1000;4950;1;3;7;200;1948;525000
3;2;1690;10062;1;5;7;750;1928;356200
4;2;3090;87120;1;4;7;1500;1974;595000
4;2;2090;4000;1;3;7;610;1951;513000
2;1;680;2550;1;4;5;0;1901;365000
3;1;1090;2800;1;3;6;0;1969;149000
1;1;530;13679;1;4;6;0;1949;400000
3;1;990;8012;1;4;7;0;1966;225000
4;2;1730;9139;2;3;8;0;1957;466750
3;2;1200;7320;1;3;7;0;1955;460000
2;1;1050;60113;1;4;7;0;1943;415000
2;1;970;12500;1;3;6;0;1941;261000
3;1;1640;8100;1;3;6;600;1939;190000
3;2;1730;9000;1;3;8;360;1978;430000
2;1;740;7380;1;4;6;0;1951;213000
4;3;2860;5724;1;3;7;1130;1983;390000
3;2;1460;7740;1;3;7;0;1968;225000
3;1;1210;4872;1;4;6;0;1949;465000
3;2;1770;7000;1;3;7;0;1986;241000
3;2;1380;8682;1;4;7;0;1966;295000
4;3;2380;20277;1;3;8;880;1999;340000
3;1;1370;11658;1;4;6;0;1958;249950
2;1;780;4200;1;3;6;0;1920;360000
3;1;1720;16552;1;4;7;0;1971;354900
3;4;2550;3900;2;3;8;500;1940;990000
6;3;2600;9350;1;4;8;1260;1963;600000
3;2;1680;8424;1;3;7;0;1993;289000
3;1;1150;4825;1;4;6;0;1957;240000
